id,sample,hap,chrom,source,arm_mb,n_blocks,n_unspecified,unspecified_mb,syntax
HG00290_h1_chr15,HG00290,1,chr15,censat,7.481651,17,1,1.058264,UNK-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00290_h1_chr22,HG00290,1,chr22,censat,6.19062,38,1,0.081905,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00290_h2_chr13,HG00290,2,chr13,censat,7.346479,34,1,0.065351,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00290_h2_chr14,HG00290,2,chr14,censat,7.94392,44,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00290_h2_chr22,HG00290,2,chr22,censat,6.212702,37,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00290_h2_chr21,HG00290,2,chr21,censat,5.121142,29,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00290_h2_chr15,HG00290,2,chr15,censat,8.43791,36,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00320_h1_chr21,HG00320,1,chr21,censat,4.419613,28,1,0.148461,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00320_h1_chr15,HG00320,1,chr15,censat,10.971665,27,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00320_h1_chr14,HG00320,1,chr14,censat,10.158436,47,2,0.604959,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00320_h2_chr15,HG00320,2,chr15,censat,12.147269,38,2,0.341875,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00321_h1_chr15,HG00321,1,chr15,censat,17.996973,43,3,0.28748,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00321_h1_chr14,HG00321,1,chr14,censat,8.003274,47,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00321_h1_chr13,HG00321,1,chr13,censat,6.292303,33,1,0.079396,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00321_h1_chr21,HG00321,1,chr21,censat,5.695869,33,1,0.083595,NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00321_h1_chr22,HG00321,1,chr22,censat,7.254699,40,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00321_h2_chr13,HG00321,2,chr13,censat,11.050085,45,2,0.382124,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00321_h2_chr15,HG00321,2,chr15,censat,7.646049,27,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00321_h2_chr21,HG00321,2,chr21,censat,5.196289,31,1,0.065292,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00321_h2_chr14,HG00321,2,chr14,censat,7.791144,48,1,0.090554,NONSAT-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00321_h2_chr22,HG00321,2,chr22,censat,6.385615,38,1,0.056652,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00323_h1_chr13,HG00323,1,chr13,censat,2.463112,14,1,0.082226,NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00323_h1_chr22,HG00323,1,chr22,censat,5.752973,29,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00323_h1_chr14,HG00323,1,chr14,censat,7.591088,45,2,0.191639,NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-UNK-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00323_h2_chr22,HG00323,2,chr22,censat,9.750608,42,1,0.07784,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00323_h2_chr14,HG00323,2,chr14,censat,6.247113,35,0,0.0,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00323_h2_chr13,HG00323,2,chr13,censat,1.933002,13,1,0.063859,UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00329_h1_chr14,HG00329,1,chr14,censat,11.703471,60,2,0.223051,NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00329_h1_chr22,HG00329,1,chr22,censat,11.013519,53,1,0.250312,NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00329_h1_chr13,HG00329,1,chr13,censat,6.112257,35,1,0.107699,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00329_h2_chr13,HG00329,2,chr13,censat,10.859074,47,4,0.732479,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00329_h2_chr14,HG00329,2,chr14,censat,8.638013,42,4,0.571557,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-UNK-NONSAT-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00329_h2_chr15,HG00329,2,chr15,censat,4.592876,16,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00329_h2_chr22,HG00329,2,chr22,censat,6.406271,37,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00329_h2_chr21,HG00329,2,chr21,censat,4.90223,32,1,0.073737,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00344_h1_chr14,HG00344,1,chr14,censat,7.507812,46,0,0.0,HSat3-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00344_h1_chr21,HG00344,1,chr21,censat,4.907701,30,1,0.07654,rDNA-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00344_h1_chr22,HG00344,1,chr22,censat,7.248342,40,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00344_h1_chr13,HG00344,1,chr13,censat,4.938164,30,1,0.099248,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00344_h2_chr22,HG00344,2,chr22,censat,6.745928,38,1,0.094533,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG00344_h2_chr13,HG00344,2,chr13,censat,5.666316,28,0,0.0,rDNA-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00344_h2_chr14,HG00344,2,chr14,censat,6.677418,35,2,0.118058,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-UNK-aSat-NONSAT-aSat-NONSAT
HG00344_h2_chr21,HG00344,2,chr21,censat,4.992692,31,1,0.065295,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00344_h2_chr15,HG00344,2,chr15,censat,4.848457,16,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00350_h1_chr13,HG00350,1,chr13,censat,6.792933,45,2,0.148935,NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00350_h1_chr21,HG00350,1,chr21,censat,5.324996,30,0,0.0,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG00350_h1_chr14,HG00350,1,chr14,censat,7.839775,47,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG00350_h1_chr15,HG00350,1,chr15,censat,7.230955,18,1,4.172335,bSat-UNK-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG00350_h2_chr13,HG00350,2,chr13,censat,5.281494,28,1,0.144268,NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-NONSAT-HSat1A
HG00350_h2_chr15,HG00350,2,chr15,censat,6.337119,27,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT
HG00350_h2_chr14,HG00350,2,chr14,censat,6.411857,36,1,0.051128,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01167_h1_chr13,HG01167,1,chr13,censat,9.761969,43,2,0.13173,HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01167_h1_chr14,HG01167,1,chr14,censat,9.956376,58,2,0.22162,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01167_h1_chr22,HG01167,1,chr22,censat,7.900233,41,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01167_h1_chr15,HG01167,1,chr15,censat,7.846407,35,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01167_h1_chr21,HG01167,1,chr21,censat,6.270499,39,2,0.122045,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01167_h2_chr14,HG01167,2,chr14,censat,2.150068,14,1,0.060949,NONSAT-UNK-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01167_h2_chr15,HG01167,2,chr15,censat,4.442481,16,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01167_h2_chr22,HG01167,2,chr22,censat,6.816709,43,1,0.069261,rDNA-NONSAT-rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01167_h2_chr13,HG01167,2,chr13,censat,6.542524,38,1,0.083641,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01530_h1_chr21,HG01530,1,chr21,censat,4.982256,24,1,0.066716,rDNA-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT
HG01530_h1_chr13,HG01530,1,chr13,censat,6.510431,32,1,0.295666,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01530_h1_chr15,HG01530,1,chr15,censat,9.54554,26,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01530_h1_chr22,HG01530,1,chr22,censat,6.831157,42,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-HSat1A-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01530_h2_chr22,HG01530,2,chr22,censat,9.290962,49,3,0.442566,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01530_h2_chr21,HG01530,2,chr21,censat,4.872176,32,1,0.062472,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01784_h1_chr15,HG01784,1,chr15,censat,12.415135,42,2,0.234068,NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT
HG01784_h1_chr22,HG01784,1,chr22,censat,11.669591,53,3,0.826634,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01784_h1_chr13,HG01784,1,chr13,censat,6.607641,29,1,0.240231,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01784_h1_chr14,HG01784,1,chr14,censat,6.928676,28,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01784_h1_chr21,HG01784,1,chr21,censat,4.836556,31,1,0.066678,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01784_h2_chr22,HG01784,2,chr22,censat,12.473152,68,3,0.212445,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01784_h2_chr15,HG01784,2,chr15,censat,9.356441,24,0,0.0,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01784_h2_chr13,HG01784,2,chr13,censat,8.21245,35,1,0.151288,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01784_h2_chr21,HG01784,2,chr21,censat,4.954808,31,1,0.062467,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01784_h2_chr14,HG01784,2,chr14,censat,8.827245,48,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01786_h1_chr22,HG01786,1,chr22,censat,6.06285,37,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
HG01786_h1_chr13,HG01786,1,chr13,censat,2.73579,19,1,0.077958,NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01786_h1_chr15,HG01786,1,chr15,censat,8.937907,26,0,0.0,rDNA-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01786_h1_chr14,HG01786,1,chr14,censat,7.817422,46,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01786_h2_chr15,HG01786,2,chr15,censat,9.243383,27,0,0.0,NONSAT-bSat-NONSAT-HSat1B-HSat3-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
HG01786_h2_chr14,HG01786,2,chr14,censat,6.067711,29,0,0.0,NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
HG01786_h2_chr13,HG01786,2,chr13,censat,5.724119,32,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
HG01786_h2_chr22,HG01786,2,chr22,censat,7.548826,40,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
