tig,fam,start,end
K200086_1_haplotype1-0000033_chr22,bSat,201481,256231
K200086_1_haplotype1-0000033_chr22,HSat3,692600,777165
K200086_1_haplotype1-0000033_chr22,bSat,1111820,1214324
K200086_1_haplotype1-0000033_chr22,bSat,1286194,1387727
K200086_1_haplotype1-0000033_chr22,HSat3,2479198,2564424
K200086_1_haplotype1-0000033_chr22,aSat,4466341,5394951
K200086_2_haplotype2-0000166_chr21,aSat,27,85423
K200086_2_haplotype2-0000168_chr15,HSat1B,297770,705411
K200086_2_haplotype2-0000168_chr15,HSat3,717998,847385
K200086_2_haplotype2-0000168_chr15,HSat3,1023995,1109419
K200086_2_haplotype2-0000178_chr22,bSat,43085,110372
K200086_2_haplotype2-0000178_chr22,rDNA,478284,552952
K200086_2_haplotype2-0000178_chr22,rDNA,653011,780832
K200086_2_haplotype2-0000178_chr22,DJ,780832,1114005
K200086_2_haplotype2-0000178_chr22,OTHERSAT,1141032,1198446
K200086_2_haplotype2-0000178_chr22,ACRO,1517321,1578672
K200086_2_haplotype2-0000178_chr22,HSat3,1788916,1941529
K200087_1_haplotype1-0000002_chr14,bSat,344725,443893
K200087_1_haplotype1-0000002_chr14,HSat1B,1051019,1173051
K200087_1_haplotype1-0000002_chr14,HSat3,1177924,1232575
K200087_1_haplotype1-0000002_chr14,HSat3,1636112,2547453
K200087_1_haplotype1-0000002_chr14,aSat,6661897,7719518
K200087_1_haplotype1-0000014_chr15,HSat3,1,86012
K200087_1_haplotype1-0000014_chr15,HSat3,617654,756875
K200087_1_haplotype1-0000014_chr15,HSat1B,769461,1077050
K200087_1_haplotype1-0000014_chr15,bSat,1677681,1790983
K200087_1_haplotype1-0000014_chr15,rDNA,2066903,2139206
K200087_1_haplotype1-0000014_chr15,HSat3,2239206,2714275
K200087_1_haplotype1-0000014_chr15,HSat3,2786577,3071769
K200087_1_haplotype1-0000014_chr15,aSat,5726286,6109359
K200087_1_haplotype1-0000031_chr22,HSat3,24926,232522
K200087_1_haplotype1-0000031_chr22,ACRO,344636,414411
K200087_1_haplotype1-0000031_chr22,bSat,855876,942331
K200087_1_haplotype1-0000031_chr22,HSat3,1346745,1431421
K200087_1_haplotype1-0000031_chr22,bSat,1766076,1868580
K200087_1_haplotype1-0000031_chr22,bSat,1927670,2041983
K200087_1_haplotype1-0000031_chr22,HSat3,3133444,3231182
K200087_1_haplotype1-0000031_chr22,aSat,5295355,5835711
K200087_2_haplotype2-0000194_chr14,bSat,1302431,1526240
K200087_2_haplotype2-0000194_chr14,HSat3,1858553,1952722
K200087_2_haplotype2-0000194_chr14,bSat,2036253,2251272
K200087_2_haplotype2-0000194_chr14,bSat,2312806,2424084
K200087_2_haplotype2-0000194_chr14,aSat,7295655,7454900
K200087_2_haplotype2-0000205_chr13,SST1,433129,532369
K200087_2_haplotype2-0000205_chr13,HSat1A,2016242,2135725
K200087_2_haplotype2-0000206_chr15,HSat3,0,648524
K200087_2_haplotype2-0000206_chr15,HSat3,1138867,1281852
K200087_2_haplotype2-0000206_chr15,HSat1B,1287184,1570383
K200087_2_haplotype2-0000206_chr15,HSat3,1873238,2458219
K200087_2_haplotype2-0000206_chr15,aSat,5220548,5476941
K200087_2_haplotype2-0000227_chr22,HSat1B,268540,378453
K200087_2_haplotype2-0000227_chr22,HSat3,379170,586327
K200087_2_haplotype2-0000227_chr22,ACRO,697852,805487
K200087_2_haplotype2-0000227_chr22,bSat,1246831,1301581
K200087_2_haplotype2-0000227_chr22,HSat3,1737950,1822430
K200087_2_haplotype2-0000227_chr22,bSat,2157402,2259911
K200087_2_haplotype2-0000227_chr22,bSat,2319002,2433109
K200087_2_haplotype2-0000227_chr22,HSat3,3518242,3603413
K200087_2_haplotype2-0000227_chr22,aSat,5533058,6435749
NA12877_1_haplotype1-0000001_chr13,HSat3,9993,64691
NA12877_1_haplotype1-0000001_chr13,HSat1A,66414,1191096
NA12877_1_haplotype1-0000001_chr13,HSat3,1218132,1323302
NA12877_1_haplotype1-0000001_chr13,ACRO,1532876,1653204
NA12877_1_haplotype1-0000001_chr13,DJ,1994019,2325406
NA12877_1_haplotype1-0000001_chr13,rDNA,2325406,2377188
NA12877_1_haplotype1-0000001_chr13,rDNA,2477188,2721304
NA12877_1_haplotype1-0000001_chr13,bSat,3085936,3146998
NA12877_1_haplotype1-0000001_chr13,HSat3,3172190,3266131
NA12877_1_haplotype1-0000001_chr13,HSat1B,3544354,3640695
NA12877_1_haplotype1-0000001_chr13,HSat3,3645672,3838395
NA12877_1_haplotype1-0000001_chr13,HSat3,4059140,4181321
NA12877_1_haplotype1-0000001_chr13,SST1,5874585,5972318
NA12877_1_haplotype1-0000001_chr13,HSat1A,7459171,8820807
NA12877_1_haplotype1-0000013_chr14,ACRO,72365,180814
NA12877_1_haplotype1-0000013_chr14,bSat,383744,815276
NA12877_1_haplotype1-0000013_chr14,bSat,867979,1073053
NA12877_1_haplotype1-0000013_chr14,HSat3,1077968,1273599
NA12877_1_haplotype1-0000013_chr14,HSat1A,1274093,1966848
NA12877_1_haplotype1-0000013_chr14,HSat3,1993050,2182850
NA12877_1_haplotype1-0000013_chr14,ACRO,2392443,2570217
NA12877_1_haplotype1-0000013_chr14,OTHERSAT,2586568,2654682
NA12877_1_haplotype1-0000013_chr14,DJ,2688469,3020181
NA12877_1_haplotype1-0000013_chr14,rDNA,3020181,3087374
NA12877_1_haplotype1-0000013_chr14,rDNA,3183524,3258132
NA12877_1_haplotype1-0000013_chr14,HSat3,4283591,4450461
NA12877_1_haplotype1-0000013_chr14,bSat,4655945,4879148
NA12877_1_haplotype1-0000013_chr14,HSat3,5211460,5414549
NA12877_1_haplotype1-0000013_chr14,bSat,5501376,5716001
NA12877_1_haplotype1-0000013_chr14,bSat,5777536,5888814
NA12877_1_haplotype1-0000013_chr14,aSat,10760385,10919630
NA12877_1_haplotype1-0000014_chr15,bSat,364245,736332
NA12877_1_haplotype1-0000014_chr15,HSat3,773626,1139550
NA12877_1_haplotype1-0000014_chr15,HSat1A,1141901,2789047
NA12877_1_haplotype1-0000014_chr15,HSat3,2816103,2926020
NA12877_1_haplotype1-0000014_chr15,ACRO,3111476,3198268
NA12877_1_haplotype1-0000014_chr15,OTHERSAT,3214617,3271472
NA12877_1_haplotype1-0000014_chr15,DJ,3284557,3613399
NA12877_1_haplotype1-0000014_chr15,rDNA,3740652,3989314
NA12877_1_haplotype1-0000014_chr15,bSat,4265237,4378539
NA12877_1_haplotype1-0000014_chr15,HSat1B,4979174,5286763
NA12877_1_haplotype1-0000014_chr15,HSat3,5299349,5438570
NA12877_1_haplotype1-0000014_chr15,HSat3,5970212,7279743
NA12877_1_haplotype1-0000014_chr15,HSat3,7352045,7640835
NA12877_1_haplotype1-0000014_chr15,aSat,10295362,10434184
NA12877_1_haplotype1-0000020_chr22,ACRO,13254,227809
NA12877_1_haplotype1-0000020_chr22,bSat,875778,1372438
NA12877_1_haplotype1-0000020_chr22,HSat3,1377352,1529654
NA12877_1_haplotype1-0000020_chr22,HSat1A,1529696,2104306
NA12877_1_haplotype1-0000020_chr22,HSat3,2130383,2320447
NA12877_1_haplotype1-0000020_chr22,ACRO,2545783,2691797
NA12877_1_haplotype1-0000020_chr22,DJ,2790450,3104745
NA12877_1_haplotype1-0000020_chr22,rDNA,3234697,3575955
NA12877_1_haplotype1-0000020_chr22,HSat1B,4156227,4423061
NA12877_1_haplotype1-0000020_chr22,HSat3,4426222,4688968
NA12877_1_haplotype1-0000020_chr22,HSat3,5000178,5105552
NA12877_1_haplotype1-0000020_chr22,bSat,5110699,5201015
NA12877_1_haplotype1-0000020_chr22,HSat3,5304409,5359493
NA12877_1_haplotype1-0000020_chr22,bSat,6792545,6953120
NA12877_1_haplotype1-0000020_chr22,HSat3,8126467,8298687
NA12877_1_haplotype1-0000020_chr22,aSat,10294592,11807619
NA12877_1_haplotype1-0000023_chr21,rDNA,865,173702
NA12877_1_haplotype1-0000023_chr21,bSat,489916,589153
NA12877_1_haplotype1-0000023_chr21,HSat1B,1193600,1263489
NA12877_1_haplotype1-0000023_chr21,HSat3,1268180,1443179
NA12877_1_haplotype1-0000023_chr21,HSat3,1664421,1786206
NA12877_1_haplotype1-0000023_chr21,SST1,3399397,3492866
NA12877_1_haplotype1-0000023_chr21,HSat1A,4820492,4968826
NA12877_2_haplotype2-0000046_chr13,ACRO,66320,159985
NA12877_2_haplotype2-0000046_chr13,bSat,374775,1027218
NA12877_2_haplotype2-0000046_chr13,HSat3,1032131,1165975
NA12877_2_haplotype2-0000046_chr13,HSat1A,1167067,1472452
NA12877_2_haplotype2-0000046_chr13,HSat3,1500401,1604136
NA12877_2_haplotype2-0000046_chr13,ACRO,1813743,1945751
NA12877_2_haplotype2-0000046_chr13,DJ,2307160,2638164
NA12877_2_haplotype2-0000046_chr13,bSat,3189239,3250302
NA12877_2_haplotype2-0000046_chr13,HSat3,3277747,3332116
NA12877_2_haplotype2-0000046_chr13,HSat1B,3645963,3735047
NA12877_2_haplotype2-0000046_chr13,HSat3,3739728,4035410
NA12877_2_haplotype2-0000046_chr13,HSat3,4256658,4378899
NA12877_2_haplotype2-0000046_chr13,SST1,5989937,6090362
NA12877_2_haplotype2-0000046_chr13,HSat1A,7574242,8416327
NA12877_2_haplotype2-0000056_chr14,ACRO,67175,215455
NA12877_2_haplotype2-0000056_chr14,bSat,421586,574265
NA12877_2_haplotype2-0000056_chr14,HSat3,616274,972720
NA12877_2_haplotype2-0000056_chr14,HSat1A,974389,1831039
NA12877_2_haplotype2-0000056_chr14,HSat3,1858985,2011595
NA12877_2_haplotype2-0000056_chr14,ACRO,2229070,2365886
NA12877_2_haplotype2-0000056_chr14,OTHERSAT,2382234,2437410
NA12877_2_haplotype2-0000056_chr14,DJ,2472585,2802854
NA12877_2_haplotype2-0000056_chr14,rDNA,2802854,2858873
NA12877_2_haplotype2-0000056_chr14,rDNA,2958903,3089728
NA12877_2_haplotype2-0000056_chr14,bSat,3458102,3524956
NA12877_2_haplotype2-0000056_chr14,HSat3,3550290,3603626
NA12877_2_haplotype2-0000056_chr14,HSat1B,3884142,3953026
NA12877_2_haplotype2-0000056_chr14,HSat3,3958398,4164722
NA12877_2_haplotype2-0000056_chr14,bSat,4381003,4595041
NA12877_2_haplotype2-0000056_chr14,HSat3,4949509,5416962
NA12877_2_haplotype2-0000056_chr14,bSat,5503233,5730456
NA12877_2_haplotype2-0000056_chr14,bSat,5796523,5887948
NA12877_2_haplotype2-0000056_chr14,HSat3,6405832,6473778
NA12877_2_haplotype2-0000056_chr14,aSat,8421036,8831098
NA12877_2_haplotype2-0000057_chr15,ACRO,74554,168396
NA12877_2_haplotype2-0000057_chr15,bSat,368642,1132061
NA12877_2_haplotype2-0000057_chr15,HSat3,1136976,1310340
NA12877_2_haplotype2-0000057_chr15,HSat1A,1310629,1900500
NA12877_2_haplotype2-0000057_chr15,HSat3,1926702,2116326
NA12877_2_haplotype2-0000057_chr15,DJ,2458633,2789608
NA12877_2_haplotype2-0000057_chr15,rDNA,2789608,2872597
NA12877_2_haplotype2-0000057_chr15,rDNA,2963920,3151352
NA12877_2_haplotype2-0000057_chr15,bSat,3516260,3577390
NA12877_2_haplotype2-0000057_chr15,HSat3,3602963,3694875
NA12877_2_haplotype2-0000057_chr15,HSat1B,3969325,4364156
NA12877_2_haplotype2-0000057_chr15,HSat3,4368730,4473828
NA12877_2_haplotype2-0000057_chr15,HSat1B,4590618,4652983
NA12877_2_haplotype2-0000057_chr15,HSat3,4661903,4722689
NA12877_2_haplotype2-0000057_chr15,HSat3,5286871,8494206
NA12877_2_haplotype2-0000057_chr15,aSat,11062528,11269649
NA12877_2_haplotype2-0000057_chr15,aSat,11322436,11573120
NA12877_2_haplotype2-0000064_chr21,ACRO,66828,261473
NA12877_2_haplotype2-0000064_chr21,bSat,447564,902193
NA12877_2_haplotype2-0000064_chr21,HSat3,908623,1424890
NA12877_2_haplotype2-0000064_chr21,HSat1A,1424964,2278738
NA12877_2_haplotype2-0000064_chr21,HSat3,2304942,2486359
NA12877_2_haplotype2-0000064_chr21,ACRO,2695957,2849646
NA12877_2_haplotype2-0000064_chr21,OTHERSAT,2865997,2934110
NA12877_2_haplotype2-0000064_chr21,DJ,2967897,3300860
NA12877_2_haplotype2-0000064_chr21,rDNA,3300860,3446385
NA12877_2_haplotype2-0000064_chr21,bSat,3811279,3872409
NA12877_2_haplotype2-0000064_chr21,HSat3,3897528,3991666
NA12877_2_haplotype2-0000064_chr21,HSat1B,4269889,4332536
NA12877_2_haplotype2-0000064_chr21,HSat3,4337206,4541621
NA12877_2_haplotype2-0000064_chr21,HSat3,4762481,4884707
NA12877_2_haplotype2-0000064_chr21,SST1,6536249,6614213
NA12877_2_haplotype2-0000064_chr21,HSat1A,7914280,8534911
NA12877_2_haplotype2-0000070_chr22,ACRO,9463,179929
NA12877_2_haplotype2-0000070_chr22,bSat,523525,739159
NA12877_2_haplotype2-0000070_chr22,bSat,808389,859235
NA12877_2_haplotype2-0000070_chr22,HSat3,905231,1153040
NA12877_2_haplotype2-0000070_chr22,HSat1A,1155092,2346276
NA12877_2_haplotype2-0000070_chr22,HSat3,2373523,2473648
NA12877_2_haplotype2-0000070_chr22,DJ,3052968,3386005
NA12877_2_haplotype2-0000070_chr22,rDNA,3386005,3644474
NA12877_2_haplotype2-0000070_chr22,bSat,4012349,4079670
NA12877_2_haplotype2-0000070_chr22,HSat3,4104670,4189686
NA12877_2_haplotype2-0000070_chr22,HSat1B,4441122,4514111
NA12877_2_haplotype2-0000070_chr22,HSat3,4514779,4726415
NA12877_2_haplotype2-0000070_chr22,ACRO,4837973,4939316
NA12877_2_haplotype2-0000070_chr22,bSat,5387597,5474052
NA12877_2_haplotype2-0000070_chr22,HSat3,5878599,5963129
NA12877_2_haplotype2-0000070_chr22,bSat,6297980,6400483
NA12877_2_haplotype2-0000070_chr22,bSat,6459574,6573887
NA12877_2_haplotype2-0000070_chr22,HSat3,7661920,7758899
NA12877_2_haplotype2-0000070_chr22,aSat,9879157,10850810
NA12878_1_haplotype1-0000005_chr13,ACRO,66715,167635
NA12878_1_haplotype1-0000005_chr13,bSat,386993,1072170
NA12878_1_haplotype1-0000005_chr13,HSat3,1077038,1311604
NA12878_1_haplotype1-0000005_chr13,HSat1A,1311636,1560533
NA12878_1_haplotype1-0000005_chr13,HSat3,1588482,1692152
NA12878_1_haplotype1-0000005_chr13,ACRO,1901758,2034616
NA12878_1_haplotype1-0000005_chr13,rDNA,2528185,2612039
NA12878_1_haplotype1-0000005_chr13,bSat,2965809,3032526
NA12878_1_haplotype1-0000005_chr13,HSat3,3057650,3122631
NA12878_1_haplotype1-0000005_chr13,HSat3,3470844,3731341
NA12878_1_haplotype1-0000005_chr13,HSat3,3953061,4075237
NA12878_1_haplotype1-0000005_chr13,SST1,5667882,5730356
NA12878_1_haplotype1-0000005_chr13,HSat1A,7217998,8109928
NA12878_1_haplotype1-0000007_chr15,ACRO,69665,338381
NA12878_1_haplotype1-0000007_chr15,bSat,606806,1214680
NA12878_1_haplotype1-0000007_chr15,HSat3,1219631,1326377
NA12878_1_haplotype1-0000007_chr15,HSat1A,1327010,1883967
NA12878_1_haplotype1-0000007_chr15,HSat3,1917727,2085014
NA12878_1_haplotype1-0000007_chr15,DJ,2685848,3017357
NA12878_1_haplotype1-0000007_chr15,rDNA,3017357,3067424
NA12878_1_haplotype1-0000007_chr15,rDNA,3167455,3233853
NA12878_1_haplotype1-0000007_chr15,bSat,3598738,3659868
NA12878_1_haplotype1-0000007_chr15,HSat3,3684926,3743316
NA12878_1_haplotype1-0000007_chr15,HSat1B,4053308,4460949
NA12878_1_haplotype1-0000007_chr15,HSat3,4529631,4596048
NA12878_1_haplotype1-0000007_chr15,HSat3,4779534,5228735
NA12878_1_haplotype1-0000007_chr15,HSat3,5279718,9170194
NA12878_1_haplotype1-0000007_chr15,HSat3,9221194,11487315
NA12878_1_haplotype1-0000008_chr22,ACRO,71945,174371
NA12878_1_haplotype1-0000008_chr22,bSat,584647,1026818
NA12878_1_haplotype1-0000008_chr22,HSat3,1055523,1620801
NA12878_1_haplotype1-0000008_chr22,HSat1A,1622161,3402233
NA12878_1_haplotype1-0000008_chr22,HSat3,3428958,3541164
NA12878_1_haplotype1-0000008_chr22,DJ,3857367,4188878
NA12878_1_haplotype1-0000008_chr22,rDNA,4336464,4407150
NA12878_1_haplotype1-0000008_chr22,bSat,4695762,4841654
NA12878_1_haplotype1-0000008_chr22,HSat3,4866654,4921487
NA12878_1_haplotype1-0000008_chr22,HSat1B,5206516,5764551
NA12878_1_haplotype1-0000008_chr22,HSat3,5767826,6110167
NA12878_1_haplotype1-0000008_chr22,HSat3,6415439,6520667
NA12878_1_haplotype1-0000008_chr22,bSat,6525961,6616277
NA12878_1_haplotype1-0000008_chr22,HSat3,6730562,6785651
NA12878_1_haplotype1-0000008_chr22,bSat,8123164,8282694
NA12878_1_haplotype1-0000008_chr22,HSat3,9476428,9691056
NA12878_1_haplotype1-0000008_chr22,aSat,11815763,12855347
NA12878_1_haplotype1-0000009_chr21,bSat,395837,721919
NA12878_1_haplotype1-0000009_chr21,HSat3,771293,1993938
NA12878_1_haplotype1-0000009_chr21,HSat1A,1994333,3418766
NA12878_1_haplotype1-0000009_chr21,HSat3,3450984,3604257
NA12878_1_haplotype1-0000009_chr21,ACRO,3813881,3985918
NA12878_1_haplotype1-0000009_chr21,OTHERSAT,4002285,4071221
NA12878_1_haplotype1-0000009_chr21,DJ,4104972,4431217
NA12878_1_haplotype1-0000009_chr21,rDNA,4431217,4490265
NA12878_1_haplotype1-0000009_chr21,bSat,4996759,5063476
NA12878_1_haplotype1-0000009_chr21,HSat3,5088534,5187211
NA12878_1_haplotype1-0000009_chr21,HSat1B,5462198,5540076
NA12878_1_haplotype1-0000009_chr21,HSat3,5545350,5716202
NA12878_1_haplotype1-0000009_chr21,HSat3,5936985,6058705
NA12878_1_haplotype1-0000009_chr21,SST1,7667517,7737017
NA12878_1_haplotype1-0000009_chr21,HSat1A,9121637,9279755
NA12878_1_haplotype1-0000013_chr14,bSat,405287,715019
NA12878_1_haplotype1-0000013_chr14,HSat3,742249,1513188
NA12878_1_haplotype1-0000013_chr14,HSat1A,1513448,2259757
NA12878_1_haplotype1-0000013_chr14,HSat3,2292036,2447757
NA12878_1_haplotype1-0000013_chr14,DJ,3032488,3363959
NA12878_1_haplotype1-0000013_chr14,rDNA,3493309,3653423
NA12878_1_haplotype1-0000013_chr14,bSat,3975934,4052604
NA12878_1_haplotype1-0000013_chr14,HSat3,4699096,4976670
NA12878_1_haplotype1-0000013_chr14,bSat,5183610,5482997
NA12878_1_haplotype1-0000013_chr14,HSat3,5813878,6344137
NA12878_1_haplotype1-0000013_chr14,bSat,6430418,6712595
NA12878_1_haplotype1-0000013_chr14,HSat3,7332960,7408441
NA12878_1_haplotype1-0000013_chr14,aSat,9353842,9849018
NA12878_2_haplotype2-0000030_chr13,bSat,372276,783478
NA12878_2_haplotype2-0000030_chr13,HSat3,820815,1200766
NA12878_2_haplotype2-0000030_chr13,HSat1A,1203529,2164099
NA12878_2_haplotype2-0000030_chr13,HSat3,2191155,2301041
NA12878_2_haplotype2-0000030_chr13,OTHERSAT,2557057,2613714
NA12878_2_haplotype2-0000030_chr13,DJ,2626801,2959040
NA12878_2_haplotype2-0000030_chr13,rDNA,2959040,3011854
NA12878_2_haplotype2-0000030_chr13,bSat,3513880,3574942
NA12878_2_haplotype2-0000030_chr13,HSat3,3600278,3692355
NA12878_2_haplotype2-0000030_chr13,HSat1B,3967277,4052439
NA12878_2_haplotype2-0000030_chr13,HSat3,4057134,4244562
NA12878_2_haplotype2-0000030_chr13,HSat3,4465298,4587459
NA12878_2_haplotype2-0000030_chr13,SST1,6246764,6351621
NA12878_2_haplotype2-0000030_chr13,HSat1A,7989174,8893629
NA12878_2_haplotype2-0000032_chr21,ACRO,72129,179824
NA12878_2_haplotype2-0000032_chr21,bSat,439887,712690
NA12878_2_haplotype2-0000032_chr21,bSat,769740,1021238
NA12878_2_haplotype2-0000032_chr21,HSat3,1026171,1142037
NA12878_2_haplotype2-0000032_chr21,HSat1A,1142845,1937964
NA12878_2_haplotype2-0000032_chr21,HSat3,1965682,2118273
NA12878_2_haplotype2-0000032_chr21,ACRO,2328569,2431585
NA12878_2_haplotype2-0000032_chr21,OTHERSAT,2447934,2539587
NA12878_2_haplotype2-0000032_chr21,DJ,2552684,2884251
NA12878_2_haplotype2-0000032_chr21,rDNA,3012177,3271547
NA12878_2_haplotype2-0000032_chr21,bSat,3695274,3765937
NA12878_2_haplotype2-0000032_chr21,bSat,3842328,3992849
NA12878_2_haplotype2-0000032_chr21,HSat3,4084894,4147616
NA12878_2_haplotype2-0000032_chr21,HSat3,4321782,4543462
NA12878_2_haplotype2-0000032_chr21,HSat3,4860445,5084168
NA12878_2_haplotype2-0000032_chr21,SST1,7073956,7156149
NA12878_2_haplotype2-0000032_chr21,HSat1A,8455912,8697684
NA12878_2_haplotype2-0000037_chr22,rDNA,0,364765
NA12878_2_haplotype2-0000037_chr22,bSat,733136,799987
NA12878_2_haplotype2-0000037_chr22,HSat3,825107,883738
NA12878_2_haplotype2-0000037_chr22,HSat1B,1169913,1279826
NA12878_2_haplotype2-0000037_chr22,HSat3,1280543,1487700
NA12878_2_haplotype2-0000037_chr22,ACRO,1599226,1706861
NA12878_2_haplotype2-0000037_chr22,bSat,2148207,2202957
NA12878_2_haplotype2-0000037_chr22,HSat3,2639324,2723804
NA12878_2_haplotype2-0000037_chr22,bSat,3058776,3161287
NA12878_2_haplotype2-0000037_chr22,bSat,3220378,3334486
NA12878_2_haplotype2-0000037_chr22,HSat3,4419631,4504803
NA12878_2_haplotype2-0000037_chr22,aSat,6437185,7339877
NA12878_2_haplotype2-0000041_chr14,ACRO,73813,251705
NA12878_2_haplotype2-0000041_chr14,bSat,518679,756851
NA12878_2_haplotype2-0000041_chr14,HSat3,907011,1232513
NA12878_2_haplotype2-0000041_chr14,HSat1A,1232881,1508342
NA12878_2_haplotype2-0000041_chr14,HSat3,1534924,1638612
NA12878_2_haplotype2-0000041_chr14,ACRO,1818581,1994575
NA12878_2_haplotype2-0000041_chr14,OTHERSAT,2010855,2064046
NA12878_2_haplotype2-0000041_chr14,DJ,2091073,2388537
NA12878_2_haplotype2-0000041_chr14,rDNA,2388537,2481500
NA12878_2_haplotype2-0000041_chr14,bSat,2925792,3223634
NA12878_2_haplotype2-0000041_chr14,HSat3,3312298,3370239
NA12878_2_haplotype2-0000041_chr14,HSat3,3544214,3653894
NA12878_2_haplotype2-0000041_chr14,HSat1B,3660001,3892728
NA12878_2_haplotype2-0000041_chr14,aSat,8684286,9538983
NA12878_2_haplotype2-0000044_chr15,bSat,346777,421366
NA12878_2_haplotype2-0000044_chr15,HSat1B,1047310,1417034
NA12878_2_haplotype2-0000044_chr15,HSat3,1421811,1505215
NA12878_2_haplotype2-0000044_chr15,HSat3,2139722,5139292
NA12878_2_haplotype2-0000044_chr15,aSat,8321093,8780209
NA12879_1_haplotype1-0000002_chr13,rDNA,0,139936
NA12879_1_haplotype1-0000002_chr13,bSat,504563,565625
NA12879_1_haplotype1-0000002_chr13,HSat3,590961,683038
NA12879_1_haplotype1-0000002_chr13,HSat1B,957958,1043120
NA12879_1_haplotype1-0000002_chr13,HSat3,1047932,1235243
NA12879_1_haplotype1-0000002_chr13,HSat3,1455979,1578140
NA12879_1_haplotype1-0000002_chr13,SST1,3237448,3342305
NA12879_1_haplotype1-0000002_chr13,HSat1A,4979630,5890111
NA12879_1_haplotype1-0000013_chr15,rDNA,0,190356
NA12879_1_haplotype1-0000013_chr15,bSat,466281,579583
NA12879_1_haplotype1-0000013_chr15,HSat1B,1180219,1485497
NA12879_1_haplotype1-0000013_chr15,HSat3,1497968,1637189
NA12879_1_haplotype1-0000013_chr15,HSat3,2168831,3478362
NA12879_1_haplotype1-0000013_chr15,HSat3,3550664,3839454
NA12879_1_haplotype1-0000013_chr15,aSat,6493981,6632803
NA12879_1_haplotype1-0000015_chr14,ACRO,70705,179154
NA12879_1_haplotype1-0000015_chr14,bSat,380607,812139
NA12879_1_haplotype1-0000015_chr14,bSat,864842,1069916
NA12879_1_haplotype1-0000015_chr14,HSat3,1074831,1270462
NA12879_1_haplotype1-0000015_chr14,HSat1A,1270956,1963711
NA12879_1_haplotype1-0000015_chr14,HSat3,1989913,2179713
NA12879_1_haplotype1-0000015_chr14,ACRO,2389307,2567081
NA12879_1_haplotype1-0000015_chr14,OTHERSAT,2583432,2651546
NA12879_1_haplotype1-0000015_chr14,DJ,2685333,3017047
NA12879_1_haplotype1-0000015_chr14,rDNA,3017047,3080729
NA12879_1_haplotype1-0000015_chr14,rDNA,3180729,3245968
NA12879_1_haplotype1-0000015_chr14,HSat3,4271429,4438299
NA12879_1_haplotype1-0000015_chr14,bSat,4643178,4866987
NA12879_1_haplotype1-0000015_chr14,HSat3,5199297,5401641
NA12879_1_haplotype1-0000015_chr14,bSat,5489208,5704227
NA12879_1_haplotype1-0000015_chr14,bSat,5765762,5877040
NA12879_1_haplotype1-0000015_chr14,aSat,10763825,11204874
NA12879_1_haplotype1-0000018_chr22,ACRO,13963,228518
NA12879_1_haplotype1-0000018_chr22,bSat,876487,1373147
NA12879_1_haplotype1-0000018_chr22,HSat3,1378061,1530363
NA12879_1_haplotype1-0000018_chr22,HSat1A,1530405,2106942
NA12879_1_haplotype1-0000018_chr22,HSat3,2133019,2323083
NA12879_1_haplotype1-0000018_chr22,ACRO,2548416,2694430
NA12879_1_haplotype1-0000018_chr22,DJ,2793083,3107377
NA12879_1_haplotype1-0000018_chr22,rDNA,3107377,3763684
NA12879_1_haplotype1-0000018_chr22,HSat1B,4343955,4610789
NA12879_1_haplotype1-0000018_chr22,HSat3,4613950,4876696
NA12879_1_haplotype1-0000018_chr22,HSat3,5187906,5293280
NA12879_1_haplotype1-0000018_chr22,bSat,5298427,5388743
NA12879_1_haplotype1-0000018_chr22,HSat3,5492137,5547221
NA12879_1_haplotype1-0000018_chr22,bSat,6980273,7140848
NA12879_1_haplotype1-0000018_chr22,HSat3,8314194,8486414
NA12879_1_haplotype1-0000018_chr22,aSat,10481207,11424963
NA12879_1_haplotype1-0000019_chr21,ACRO,69203,263848
NA12879_1_haplotype1-0000019_chr21,bSat,449939,904568
NA12879_1_haplotype1-0000019_chr21,HSat3,910998,1427265
NA12879_1_haplotype1-0000019_chr21,HSat1A,1427339,2281113
NA12879_1_haplotype1-0000019_chr21,HSat3,2307317,2488734
NA12879_1_haplotype1-0000019_chr21,ACRO,2698330,2852019
NA12879_1_haplotype1-0000019_chr21,OTHERSAT,2868370,2936483
NA12879_1_haplotype1-0000019_chr21,DJ,2970270,3303232
NA12879_1_haplotype1-0000019_chr21,rDNA,3303232,3448749
NA12879_1_haplotype1-0000019_chr21,bSat,3813639,3874769
NA12879_1_haplotype1-0000019_chr21,HSat3,3899888,3994026
NA12879_1_haplotype1-0000019_chr21,HSat1B,4272250,4334897
NA12879_1_haplotype1-0000019_chr21,HSat3,4339567,4543947
NA12879_1_haplotype1-0000019_chr21,HSat3,4764806,4887032
NA12879_1_haplotype1-0000019_chr21,SST1,6538567,6616531
NA12879_1_haplotype1-0000019_chr21,HSat1A,7916605,8537236
NA12879_2_haplotype2-0000075_chr15,ACRO,65562,334278
NA12879_2_haplotype2-0000075_chr15,bSat,602703,1210577
NA12879_2_haplotype2-0000075_chr15,HSat3,1215527,1322273
NA12879_2_haplotype2-0000075_chr15,HSat1A,1322906,1879863
NA12879_2_haplotype2-0000075_chr15,HSat3,1913623,2080910
NA12879_2_haplotype2-0000075_chr15,DJ,2681735,3013246
NA12879_2_haplotype2-0000075_chr15,rDNA,3013246,3064263
