chrom,ident
chr21,0.9048
chr21,0.8947
chr21,0.7368
chr21,0.8889
chr21,0.9048
chr21,0.8421
chr21,0.9167
chr21,0.7692
chr21,0.9167
chr21,0.9167
chr21,0.8947
chr21,0.9167
chr21,0.875
chr21,0.9167
chr21,0.9167
chr21,0.9048
chr21,0.8095
chr21,0.8947
chr21,0.8636
chr21,0.8333
chr21,0.8095
chr21,0.913
chr21,0.8462
chr21,1.0
chr21,1.0
chr21,0.8095
chr21,1.0
chr21,0.9583
chr21,1.0
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9444
chr21,0.9048
chr21,1.0
chr21,0.8462
chr21,0.8462
chr21,0.7917
chr21,0.8462
chr21,0.84
chr21,0.8462
chr21,0.8462
chr21,0.68
chr21,0.913
chr21,0.9
chr21,0.8438
chr21,0.8947
chr21,0.875
chr21,0.84
chr21,1.0
chr21,0.8095
chr21,1.0
chr21,0.9583
chr21,1.0
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9444
chr21,0.9048
chr21,1.0
chr21,0.8095
chr21,1.0
chr21,0.9583
chr21,1.0
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9444
chr21,0.9048
chr21,1.0
chr21,0.8095
chr21,0.8095
chr21,0.8095
chr21,0.8095
chr21,0.7778
chr21,0.8571
chr21,0.8421
chr21,0.9
chr21,0.8333
chr21,0.9048
chr21,0.8
chr21,0.9583
chr21,1.0
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9048
chr21,1.0
chr21,0.9583
chr21,0.9583
chr21,0.7826
chr21,0.9048
chr21,0.9474
chr21,0.7826
chr21,0.9444
chr21,0.913
chr21,0.9565
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9444
chr21,0.9048
chr21,1.0
chr21,0.8261
chr21,0.9048
chr21,1.0
chr21,0.7917
chr21,0.9444
chr21,0.9048
chr21,1.0
chr21,0.7
chr21,0.7778
chr21,0.7727
chr21,0.7059
chr21,0.7273
chr21,0.8261
chr21,0.9474
chr21,0.8571
chr21,0.9444
chr21,0.9524
chr21,0.9
chr21,0.8333
chr21,0.9444
chr21,0.9474
chr21,1.0
chr21,0.8235
chr21,0.8182
chr21,0.7917
chr21,0.9444
chr21,0.9412
chr21,0.9
chr22,0.8889
chr22,0.8889
chr22,0.96
chr22,1.0
chr22,0.9444
chr22,0.8889
chr22,0.8148
chr22,1.0
chr22,0.9167
chr22,0.8148
chr22,0.5556
chr22,1.0
chr22,0.92
chr22,0.8889
chr22,1.0
chr22,1.0
chr22,0.8529
chr22,0.9167
chr22,0.6765
chr22,0.9118
chr22,0.8235
chr22,0.6053
chr22,1.0
chr22,0.6316
chr22,0.8519
chr22,0.6552
chr22,1.0
chr22,0.6944
chr22,1.0
chr22,1.0
chr22,0.96
chr22,0.9394
chr22,0.9706
chr22,0.7941
chr22,0.6176
chr22,0.8947
chr22,1.0
chr22,0.5294
chr22,0.96
chr22,0.68
chr22,0.8611
chr22,0.7576
chr22,0.6316
chr22,0.8846
chr22,0.8571
chr22,0.75
chr22,0.96
chr22,0.6809
chr22,0.96
chr22,1.0
chr22,0.9706
chr22,1.0
chr22,0.7059
chr22,1.0
chr22,0.8571
chr22,0.96
chr22,0.64
chr22,0.7097
chr22,0.7059
chr22,1.0
chr22,0.9333
chr22,0.9032
chr22,0.9655
chr22,1.0
chr22,0.9333
chr22,0.9032
chr22,1.0
chr22,0.9231
chr22,0.6296
chr22,0.9032
chr22,0.8387
chr22,1.0
chr22,0.9032
chr22,0.9032
chr22,0.8387
chr22,0.8966
chr22,0.7857
chr22,0.9
chr22,0.9677
chr22,0.5714
chr22,0.8966
chr22,0.6579
chr22,0.9667
chr22,0.7
chr22,0.9032
chr22,0.7
chr22,0.9032
chr22,0.8889
chr22,0.9333
chr22,0.9032
chr22,0.9333
chr22,0.7667
chr22,0.7667
chr22,0.9677
chr22,0.8966
chr22,0.7333
chr22,0.9333
chr22,0.7391
chr22,1.0
chr22,0.8462
chr22,0.6579
chr22,1.0
chr22,0.9062
chr22,0.7917
chr22,0.9333
chr22,0.6757
chr22,0.9286
chr22,0.9032
chr22,0.9333
chr22,0.9032
chr22,0.8214
chr22,0.9032
chr22,0.9677
chr22,0.871
chr22,0.7273
chr22,0.8333
chr22,0.7
chr22,0.9333
chr22,0.9032
chr22,0.9655
chr22,1.0
chr22,0.9333
chr22,0.9032
chr22,1.0
chr22,0.9231
chr22,0.6296
chr22,0.9032
chr22,0.8387
chr22,1.0
chr22,0.9032
chr22,0.9032
chr22,0.8387
chr22,0.8966
chr22,0.7857
chr22,0.9
chr22,0.9677
chr22,0.5714
chr22,0.8966
chr22,0.6579
chr22,0.9667
chr22,0.7
chr22,0.9032
chr22,0.7
chr22,0.9032
chr22,0.8889
chr22,0.9333
chr22,0.9032
chr22,0.9333
chr22,0.7667
chr22,0.7667
chr22,0.9677
chr22,0.8966
chr22,0.7333
chr22,0.9333
chr22,0.7391
chr22,1.0
chr22,0.8462
chr22,0.6579
chr22,1.0
chr22,0.9062
chr22,0.7917
chr22,0.9333
chr22,0.6757
chr22,0.9286
chr22,0.9032
chr22,0.9333
chr22,0.9032
chr22,0.8214
chr22,0.9032
chr22,0.9677
chr22,0.871
chr22,0.7273
chr22,0.8333
chr22,0.7
chr22,0.9655
chr22,0.8966
chr22,0.9333
chr22,0.8667
chr22,0.9655
chr22,0.9231
chr22,0.7241
chr22,0.5926
chr22,0.9655
chr22,0.8966
chr22,0.9333
chr22,0.9655
chr22,0.9655
chr22,0.8966
chr22,0.963
chr22,0.8462
chr22,0.9643
chr22,0.9032
chr22,0.5833
chr22,0.963
chr22,0.6579
chr22,0.9
chr22,0.7143
chr22,0.9655
chr22,0.7143
chr22,0.9655
chr22,0.96
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.8214
chr22,0.8214
chr22,0.9032
chr22,0.963
chr22,0.75
chr22,1.0
chr22,0.7826
chr22,0.9333
chr22,0.7917
chr22,0.6579
chr22,0.931
chr22,0.8438
chr22,0.8889
chr22,1.0
chr22,0.6757
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.9655
chr22,0.8846
chr22,0.9655
chr22,0.9032
chr22,0.931
chr22,0.7273
chr22,0.8621
chr22,0.75
chr22,0.931
chr22,0.9032
chr22,0.8387
chr22,1.0
chr22,0.8889
chr22,0.7
chr22,0.5926
chr22,1.0
chr22,0.931
chr22,0.9032
chr22,1.0
chr22,1.0
chr22,0.931
chr22,0.9286
chr22,0.8148
chr22,0.931
chr22,0.875
chr22,0.6579
chr22,1.0
chr22,0.6842
chr22,0.871
chr22,0.6897
chr22,1.0
chr22,0.7241
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.9655
chr22,0.7931
chr22,0.7931
chr22,0.9355
chr22,1.0
chr22,0.7241
chr22,0.9655
chr22,0.7826
chr22,0.9032
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.6579
chr22,0.963
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.8519
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8333
chr22,0.7241
chr22,0.9655
chr22,0.8966
chr22,0.9474
chr22,0.9722
chr22,0.8889
chr22,0.5926
chr22,0.9474
chr22,0.8621
chr22,0.9655
chr22,0.9474
chr22,0.931
chr22,0.8158
chr22,0.8571
chr22,0.7551
chr22,0.8684
chr22,0.8889
chr22,0.6316
chr22,0.931
chr22,0.6579
chr22,0.931
chr22,0.7
chr22,0.9474
chr22,0.7
chr22,0.931
chr22,0.9259
chr22,0.8966
chr22,0.8919
chr22,0.9211
chr22,0.7419
chr22,0.6579
chr22,0.95
chr22,0.9474
chr22,0.7708
chr22,0.8966
chr22,0.7143
chr22,0.9211
chr22,0.8182
chr22,0.6579
chr22,0.9643
chr22,0.9333
chr22,0.7857
chr22,0.8966
chr22,0.7021
chr22,0.8966
chr22,0.9474
chr22,0.9211
chr22,0.9444
chr22,0.7368
chr22,0.931
chr22,0.9333
chr22,0.8966
chr22,0.7
chr22,0.7429
chr22,0.7368
chr22,0.9333
chr22,0.9032
chr22,1.0
chr22,0.9231
chr22,0.6296
chr22,0.9032
chr22,0.8387
chr22,1.0
chr22,0.9032
chr22,0.9032
chr22,0.8387
chr22,0.8966
chr22,0.7857
chr22,0.9
chr22,0.9677
chr22,0.5714
chr22,0.8966
chr22,0.6579
chr22,0.9667
chr22,0.7
chr22,0.9032
chr22,0.7
chr22,0.9032
chr22,0.8889
chr22,0.9032
chr22,0.9333
chr22,0.7667
chr22,0.7667
chr22,0.9677
chr22,0.8966
chr22,0.7333
chr22,0.9333
chr22,0.7391
chr22,1.0
chr22,0.8462
chr22,0.6579
chr22,1.0
chr22,0.9062
chr22,0.7917
chr22,0.9333
chr22,0.6757
chr22,0.9286
chr22,0.9032
chr22,0.9333
chr22,0.9032
chr22,0.8214
chr22,0.9032
chr22,0.9677
chr22,0.871
chr22,0.7273
chr22,0.8333
chr22,0.7
chr22,0.8387
chr22,0.9231
chr22,0.8462
chr22,0.6296
chr22,0.8387
chr22,0.9032
chr22,0.9333
chr22,0.8387
chr22,0.8387
chr22,0.8387
chr22,0.8929
chr22,0.7857
chr22,0.8333
chr22,0.9032
chr22,0.6842
chr22,0.8276
chr22,0.6176
chr22,0.9667
chr22,0.7097
chr22,0.8387
chr22,0.7
chr22,0.8387
chr22,0.8148
chr22,0.8667
chr22,0.8387
chr22,0.8667
chr22,0.7667
chr22,0.7667
chr22,0.9032
chr22,0.8276
chr22,0.7419
chr22,0.8667
chr22,0.7391
chr22,0.9333
chr22,0.8462
chr22,0.6176
chr22,0.931
chr22,0.9062
chr22,0.7917
chr22,0.8667
chr22,0.6757
chr22,0.8571
chr22,0.8387
chr22,0.8667
chr22,0.8387
chr22,0.75
chr22,0.8387
chr22,0.9032
chr22,0.871
chr22,0.7273
chr22,0.7667
chr22,0.7
chr22,0.9189
chr22,0.7
chr22,0.5926
chr22,1.0
chr22,0.931
chr22,0.9032
chr22,1.0
chr22,1.0
chr22,0.8718
chr22,0.9286
chr22,0.7027
chr22,0.9211
chr22,0.8421
chr22,0.6579
chr22,1.0
chr22,0.6842
chr22,0.871
chr22,0.697
chr22,1.0
chr22,0.7368
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,0.9459
chr22,0.9737
chr22,0.7879
chr22,0.6857
chr22,0.907
chr22,1.0
chr22,0.74
chr22,0.9655
chr22,0.7826
chr22,0.875
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.7292
chr22,0.963
chr22,0.9744
chr22,1.0
chr22,0.7838
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8056
chr22,0.7895
chr22,0.9231
chr22,0.5556
chr22,0.9167
chr22,0.8148
chr22,1.0
chr22,0.9167
chr22,0.8889
chr22,0.7838
chr22,0.88
chr22,0.7609
chr22,0.8857
chr22,0.9091
chr22,0.5789
chr22,0.8889
chr22,0.6053
chr22,0.9615
chr22,0.6786
chr22,0.9167
chr22,0.6757
chr22,0.8889
chr22,0.8889
chr22,0.9231
chr22,0.8571
chr22,0.9429
chr22,0.7714
chr22,0.6111
chr22,0.9231
chr22,0.9189
chr22,0.7826
chr22,0.9231
chr22,0.6538
chr22,0.9429
chr22,0.7879
chr22,0.6053
chr22,1.0
chr22,0.8929
chr22,0.76
chr22,0.9231
chr22,0.7021
chr22,0.9231
chr22,0.9167
chr22,0.9444
chr22,0.9118
chr22,0.75
chr22,0.8889
chr22,0.963
chr22,0.8519
chr22,0.6667
chr22,0.7188
chr22,0.7143
chr22,0.5833
chr22,0.8148
chr22,0.5833
chr22,0.9231
chr22,0.8148
chr22,0.8148
chr22,0.5833
chr22,0.8
chr22,0.5833
chr22,0.8077
chr22,0.8889
chr22,0.5833
chr22,0.8148
chr22,0.5833
chr22,0.8846
chr22,0.5833
chr22,0.8148
chr22,0.64
chr22,0.8148
chr22,0.8148
chr22,0.8462
chr22,0.8148
chr22,0.8462
chr22,0.5833
chr22,0.7308
chr22,0.8889
chr22,0.8148
chr22,0.6154
chr22,0.8462
chr22,0.68
chr22,0.9231
chr22,0.7692
chr22,0.5833
chr22,0.92
chr22,0.8214
chr22,0.8
chr22,0.8462
chr22,0.5833
chr22,0.8462
chr22,0.8148
chr22,0.8462
chr22,0.8148
chr22,0.7917
chr22,0.8148
chr22,0.8889
chr22,0.5833
chr22,0.64
chr22,0.7778
chr22,0.64
chr22,0.5926
chr22,0.5926
chr22,0.6296
chr22,0.5926
chr22,0.5926
chr22,0.5926
chr22,0.5926
chr22,0.6786
chr22,0.5926
chr22,0.5926
chr22,1.0
chr22,0.5556
chr22,1.0
chr22,0.6296
chr22,0.6296
chr22,0.5926
chr22,0.6296
chr22,0.5926
chr22,0.56
chr22,0.5926
chr22,0.5926
chr22,0.5926
chr22,0.5926
chr22,0.6296
chr22,0.6296
chr22,0.5556
chr22,0.6296
chr22,0.5926
chr22,0.619
chr22,0.6296
chr22,0.6296
chr22,1.0
chr22,0.6296
chr22,0.5926
chr22,0.6364
chr22,0.5926
chr22,1.0
chr22,0.5556
chr22,0.5926
chr22,0.5926
chr22,0.5556
chr22,0.5926
chr22,0.5926
chr22,0.5926
chr22,0.6296
chr22,0.5714
chr22,0.6296
chr22,0.931
chr22,0.9032
chr22,1.0
chr22,1.0
chr22,0.8684
chr22,0.9286
chr22,0.6944
chr22,0.9211
chr22,0.8421
chr22,0.6579
chr22,1.0
chr22,0.6842
chr22,0.871
chr22,0.697
chr22,1.0
chr22,0.7368
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,0.9459
chr22,0.9737
chr22,0.8158
chr22,0.7105
chr22,0.9048
chr22,1.0
chr22,0.6579
chr22,0.9655
chr22,0.7826
chr22,0.875
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.7234
chr22,0.963
chr22,1.0
chr22,0.9737
chr22,1.0
chr22,0.7778
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8056
chr22,0.7895
chr22,0.8387
chr22,0.931
chr22,0.931
chr22,0.931
chr22,0.9259
chr22,0.8148
chr22,0.8621
chr22,0.8125
chr22,0.7105
chr22,0.9259
chr22,0.6842
chr22,0.871
chr22,0.6897
chr22,0.931
chr22,0.7241
chr22,0.931
chr22,0.92
chr22,0.8966
chr22,0.931
chr22,0.8966
chr22,0.7931
chr22,0.7931
chr22,0.871
chr22,0.9259
chr22,0.7241
chr22,0.8966
chr22,0.7826
chr22,0.8387
chr22,0.76
chr22,0.6842
chr22,0.8333
chr22,0.875
chr22,0.7917
chr22,0.8966
chr22,0.6579
chr22,0.8889
chr22,0.931
chr22,0.8966
chr22,0.931
chr22,0.7778
chr22,0.931
chr22,0.8125
chr22,0.9655
chr22,0.7273
chr22,0.7241
chr22,0.9032
chr22,0.9032
chr22,0.8387
chr22,0.8966
chr22,0.7857
chr22,0.9
chr22,0.9677
chr22,0.5714
chr22,0.8966
chr22,0.6579
chr22,0.9667
chr22,0.7
chr22,0.9032
chr22,0.7
chr22,0.9032
chr22,0.8889
chr22,0.9333
chr22,0.9032
chr22,0.9333
chr22,0.7667
chr22,0.7667
chr22,0.9677
chr22,0.8966
chr22,0.7333
chr22,0.9333
chr22,0.7391
chr22,1.0
chr22,0.8462
chr22,0.6579
chr22,1.0
chr22,0.9062
chr22,0.7917
chr22,0.9333
chr22,0.6757
chr22,0.9286
chr22,0.9032
chr22,0.9333
chr22,0.9032
chr22,0.8214
chr22,0.9032
chr22,0.9677
chr22,0.871
chr22,0.7273
chr22,0.8333
chr22,0.7
chr22,1.0
chr22,0.8684
chr22,0.9286
chr22,0.6944
chr22,0.9211
chr22,0.8421
chr22,0.6579
chr22,1.0
chr22,0.6842
chr22,0.871
chr22,0.697
chr22,1.0
chr22,0.7368
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,0.9459
chr22,0.9737
chr22,0.8158
chr22,0.7105
chr22,0.9048
chr22,1.0
chr22,0.6579
chr22,0.9655
chr22,0.7826
chr22,0.875
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.7234
chr22,0.963
chr22,1.0
chr22,0.9737
chr22,1.0
chr22,0.7778
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8056
chr22,0.7895
chr22,0.931
chr22,0.9286
chr22,0.8148
chr22,0.931
chr22,0.875
chr22,0.6579
chr22,1.0
chr22,0.6842
chr22,0.871
chr22,0.6897
chr22,1.0
chr22,0.7241
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.9655
chr22,0.7931
chr22,0.7931
chr22,0.9355
chr22,1.0
chr22,0.7241
chr22,0.9655
chr22,0.7826
chr22,0.9032
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.6579
chr22,0.963
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.8519
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8333
chr22,0.7241
chr22,0.963
chr22,0.8125
chr22,0.8889
chr22,0.7568
chr22,0.6579
chr22,0.9259
chr22,0.6757
chr22,0.8667
chr22,0.6875
chr22,0.8529
chr22,0.7353
chr22,0.931
chr22,0.92
chr22,0.8966
chr22,0.9143
chr22,0.8235
chr22,0.8788
chr22,0.7647
chr22,0.8056
chr22,0.8438
chr22,0.7059
chr22,0.8966
chr22,0.7826
chr22,0.8421
chr22,0.7667
chr22,0.6757
chr22,0.8667
chr22,0.871
chr22,0.7917
chr22,0.8966
chr22,0.5429
chr22,0.8889
chr22,0.8529
chr22,0.8235
chr22,0.8529
chr22,0.7188
chr22,0.931
chr22,0.8125
chr22,0.9643
chr22,0.7273
chr22,0.7143
chr22,0.7576
chr22,0.9167
chr22,0.963
chr22,0.8667
chr22,0.5556
chr22,0.9231
chr22,0.5556
chr22,0.9286
chr22,0.7692
chr22,0.9286
chr22,0.7308
chr22,0.9286
chr22,0.9167
chr22,0.963
chr22,0.9286
chr22,0.963
chr22,0.8846
chr22,0.8846
chr22,0.9231
chr22,0.8077
chr22,0.963
chr22,0.7826
chr22,0.8966
chr22,0.8636
chr22,0.5556
chr22,0.8966
chr22,0.8667
chr22,0.8519
chr22,0.963
chr22,0.6857
chr22,0.96
chr22,0.9286
chr22,0.963
chr22,0.9286
chr22,0.84
chr22,0.9286
chr22,0.8667
chr22,0.963
chr22,0.7273
chr22,0.8214
chr22,0.7692
chr22,0.7576
chr22,0.7907
chr22,0.6585
chr22,0.8148
chr22,0.6829
chr22,0.8148
chr22,0.7667
chr22,0.7347
chr22,0.6562
chr22,0.8148
chr22,0.8
chr22,0.8462
chr22,0.7576
chr22,0.75
chr22,0.7419
chr22,0.7273
chr22,0.8163
chr22,0.7027
chr22,0.8235
chr22,0.8462
chr22,0.7619
chr22,0.75
chr22,0.8333
chr22,0.6829
chr22,0.8148
chr22,0.7586
chr22,0.8182
chr22,0.8462
chr22,0.7255
chr22,0.8462
chr22,0.7347
chr22,0.75
chr22,0.7353
chr22,0.6486
chr22,0.8148
chr22,0.7586
chr22,0.8462
chr22,0.75
chr22,0.7
chr22,0.7143
chr22,0.8108
chr22,0.6053
chr22,0.9259
chr22,0.6316
chr22,0.8667
chr22,0.6875
chr22,0.9211
chr22,0.7429
chr22,0.931
chr22,0.92
chr22,0.9643
chr22,0.9429
chr22,0.9459
chr22,0.8857
chr22,0.7714
chr22,0.8333
chr22,0.9167
chr22,0.7143
chr22,0.9643
chr22,0.7826
chr22,0.9189
chr22,0.6667
chr22,0.6316
chr22,0.931
chr22,0.8125
chr22,0.8889
chr22,0.9643
chr22,0.6889
chr22,0.9615
chr22,0.9211
chr22,0.9459
chr22,0.9167
chr22,0.7576
chr22,0.931
chr22,0.871
chr22,0.8966
chr22,0.7273
chr22,0.7714
chr22,0.7714
chr22,0.6154
chr22,0.8667
chr22,0.641
chr22,0.9355
chr22,0.6875
chr22,0.7297
chr22,0.875
chr22,0.8571
chr22,0.9032
chr22,0.7895
chr22,0.8649
chr22,0.7568
chr22,0.7105
chr22,0.9474
chr22,0.8333
chr22,0.6757
chr22,0.9032
chr22,0.7083
chr22,0.8649
chr22,0.7879
chr22,0.641
chr22,0.9667
chr22,0.9375
chr22,0.76
chr22,0.9032
chr22,0.6591
chr22,0.8966
chr22,0.8421
chr22,0.8649
chr22,0.8421
chr22,0.8
chr22,0.875
chr22,1.0
chr22,0.8438
chr22,0.6818
chr22,0.8649
chr22,0.6333
chr22,0.5862
chr22,0.9737
chr22,0.6579
chr22,0.6667
chr22,0.6579
chr22,0.5294
chr22,0.6579
chr22,0.56
chr22,0.6316
chr22,0.6579
chr22,0.6316
chr22,0.5294
chr22,0.697
chr22,0.6579
chr22,0.6316
chr22,0.675
chr22,0.6316
chr22,0.619
chr22,0.6316
chr22,0.6842
chr22,0.9737
chr22,0.5926
chr22,0.6667
chr22,0.6364
chr22,0.6316
chr22,0.9474
chr22,0.5833
chr22,0.6579
chr22,0.6316
chr22,0.6579
chr22,0.5405
chr22,0.6579
chr22,0.6154
chr22,0.6842
chr22,0.6
chr22,0.5667
chr22,0.6061
chr22,0.5862
chr22,0.8621
chr22,0.6296
chr22,1.0
chr22,0.7037
chr22,1.0
chr22,1.0
chr22,0.963
chr22,1.0
chr22,0.963
chr22,0.7778
chr22,0.7037
chr22,0.931
chr22,1.0
chr22,0.7037
chr22,0.963
chr22,0.7407
chr22,0.8966
chr22,0.76
chr22,0.5862
chr22,0.8667
chr22,0.7692
chr22,0.963
chr22,0.5862
chr22,0.963
chr22,1.0
chr22,0.963
chr22,1.0
chr22,0.8519
chr22,1.0
chr22,0.8667
chr22,0.963
chr22,0.7037
chr22,0.7407
chr22,0.6667
chr22,0.6757
chr22,0.6667
chr22,0.6842
chr22,0.5676
chr22,0.6842
chr22,0.56
chr22,0.6579
chr22,0.6842
chr22,0.6579
chr22,0.5676
chr22,0.697
chr22,0.6842
chr22,0.6579
chr22,0.7
chr22,0.6579
chr22,0.619
chr22,0.6579
chr22,0.7105
chr22,1.0
chr22,0.5926
chr22,0.6842
chr22,0.6364
chr22,0.6579
chr22,0.973
chr22,0.5833
chr22,0.6842
chr22,0.6579
chr22,0.6842
chr22,0.5405
chr22,0.6842
chr22,0.641
chr22,0.7027
chr22,0.6
chr22,0.5667
chr22,0.6061
chr22,0.7333
chr22,0.871
chr22,0.7241
chr22,0.871
chr22,0.8519
chr22,0.9
chr22,0.871
chr22,0.9
chr22,0.7931
chr22,0.7931
chr22,0.9355
chr22,0.8621
chr22,0.7667
chr22,0.9
chr22,0.7391
chr22,0.9667
chr22,0.84
chr22,0.6757
chr22,0.9655
chr22,0.9355
chr22,0.7917
chr22,0.9
chr22,0.6944
chr22,0.8929
chr22,0.871
chr22,0.9
chr22,0.871
chr22,0.7857
chr22,0.871
chr22,0.9355
chr22,0.9
chr22,0.7273
chr22,0.8
chr22,0.7241
chr22,0.6875
chr22,0.6562
chr22,0.6897
chr22,0.56
chr22,0.7143
chr22,0.6875
chr22,0.7188
chr22,0.6875
chr22,0.9143
chr22,0.7188
chr22,0.6667
chr22,0.9118
chr22,0.7143
chr22,0.7391
chr22,0.7188
chr22,0.7143
chr22,0.6667
chr22,0.7241
chr22,0.6875
chr22,0.8333
chr22,0.7143
chr22,0.6667
chr22,0.6538
chr22,0.6875
chr22,0.7188
chr22,0.6875
chr22,0.7
chr22,0.6897
chr22,0.6875
chr22,0.7143
chr22,0.7727
chr22,0.7273
chr22,0.8
chr22,0.7368
chr22,1.0
chr22,1.0
chr22,0.9655
chr22,0.9459
chr22,0.9737
chr22,0.8158
chr22,0.7105
chr22,0.9048
chr22,1.0
chr22,0.6579
chr22,0.9655
chr22,0.7826
chr22,0.875
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.7234
chr22,0.963
chr22,1.0
chr22,0.9737
chr22,1.0
chr22,0.7778
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8056
chr22,0.7895
chr22,0.7241
chr22,0.6538
chr22,0.7143
chr22,0.7143
chr22,0.7568
chr22,0.8529
chr22,0.697
chr22,0.7619
chr22,0.7368
chr22,0.6364
chr22,0.7143
chr22,0.9565
chr22,0.7027
chr22,0.5758
chr22,0.5294
chr22,0.6897
chr22,0.6774
chr22,0.7917
chr22,0.7143
chr22,0.5
chr22,0.6923
chr22,0.7368
chr22,0.7568
chr22,0.7222
chr22,0.7778
chr22,0.7241
chr22,0.6774
chr22,0.75
chr22,1.0
chr22,0.8125
chr22,0.8182
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.9655
chr22,0.7931
chr22,0.7931
chr22,0.9355
chr22,1.0
chr22,0.7241
chr22,0.9655
chr22,0.7826
chr22,0.9032
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.6579
chr22,0.963
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.8519
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.8333
chr22,0.7241
chr22,0.96
chr22,1.0
chr22,0.96
chr22,0.76
chr22,0.68
chr22,0.9259
chr22,1.0
chr22,0.5769
chr22,0.96
chr22,0.68
chr22,0.8889
chr22,0.76
chr22,0.56
chr22,0.8846
chr22,0.8571
chr22,0.75
chr22,0.96
chr22,0.56
chr22,0.96
chr22,1.0
chr22,0.96
chr22,1.0
chr22,0.76
chr22,1.0
chr22,0.8571
chr22,0.96
chr22,0.64
chr22,0.72
chr22,0.6
chr22,0.9655
chr22,1.0
chr22,0.8214
chr22,0.8214
chr22,0.9032
chr22,0.963
chr22,0.75
chr22,1.0
chr22,0.7826
chr22,0.9333
chr22,0.7917
chr22,0.6579
chr22,0.931
chr22,0.8438
chr22,0.8889
chr22,1.0
chr22,0.6757
chr22,1.0
chr22,0.9655
chr22,1.0
chr22,0.9655
chr22,0.8846
chr22,0.9655
chr22,0.9032
chr22,0.931
chr22,0.7273
chr22,0.8621
chr22,0.75
chr22,0.9189
chr22,0.8286
chr22,0.7714
chr22,0.8378
chr22,0.9429
chr22,0.7143
chr22,0.9655
chr22,0.7826
chr22,0.7273
chr22,0.6842
chr22,0.9
chr22,0.875
chr22,0.8571
chr22,0.9655
chr22,0.6739
chr22,0.963
chr22,0.9459
chr22,0.9189
chr22,0.9444
chr22,0.7576
chr22,1.0
chr22,0.875
chr22,0.9655
chr22,0.7273
chr22,0.75
chr22,0.7
chr22,0.8378
chr22,0.7297
chr22,0.881
chr22,0.9722
chr22,0.6757
chr22,1.0
chr22,0.7826
chr22,0.8974
chr22,0.697
chr22,0.6579
chr22,0.931
chr22,0.8438
chr22,0.8889
chr22,1.0
chr22,0.7391
chr22,1.0
chr22,0.9737
chr22,1.0
chr22,0.9722
chr22,0.9655
chr22,0.9032
chr22,0.931
chr22,0.7273
chr22,0.8286
chr22,0.8108
chr22,0.697
chr22,0.7576
chr22,0.7742
chr22,0.697
chr22,0.8214
chr22,0.8333
chr22,0.8108
chr22,0.7241
chr22,0.7931
chr22,0.7419
chr22,0.7917
chr22,0.8214
chr22,0.6444
chr22,0.8077
chr22,0.7879
chr22,0.8378
chr22,0.7879
chr22,0.8056
chr22,0.7931
chr22,0.7419
chr22,0.8214
chr22,0.7826
chr22,0.8125
